OBJECTID,ID_4Digit,Name,Latitude,Longitude,Address,Advertised Hours,Confirmed Hours:,Confirmed Hours Other:,Showers,Menstrual Products,ADA Accessible,Baby Changing,Gender Neutral,Restroom Open Status,Restroom Assessed,Category,Public Buildings,Outdoor Facilities,Government Facilities,Other,Commercial,Transportation (MTS),PSJ Team Internal Notes,Public Restrooms in San Diego,Operated By,GlobalID,CreationDate,Creator,EditDate,Editor,Restroom assessment date:
495,1616,Imperial Beach Skate Park and Rec Center,32.57622164,-117.1233271,"425 Imperial Beach Blvd, Imperial Beach, CA 91932","9:30am - 5:30pm, daily",,,0,,,,,,,2,,1,,,,,,1,City of Imperial Beach,e41a65f3-b3b7-4126-92e2-542e6ed34f01,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
496,1608,Sweetwater Lane Community Park,32.71677278,-117.0064773,"1312 Sweetwater Ln, Spring Valley, CA 91977","9:30am - 7:30pm, daily",,,,,,,,,,,,,,,,,,1,San Diego County,d183ed4f-7737-4fd4-943b-115d50a9da10,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
497,1481,Pine Valley County Park,32.82473536,-116.5307334,"28810 Old Hwy 80, Pine Valley, CA 91962","9:30am - 7:30pm, daily",,,,,,,,,,,,,,,,,,1,San Diego County,e0f80546-978d-46f2-baca-63dd60545109,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
498,1794,Pine Valley County Park Playground,32.82349727,-116.530514,"28810 Old Hwy 80, Pine Valley, CA 91962","9:30am - 8:00pm, daily",,,,,,,,,,,,,,,,,,1,San Diego County,1e751c0b-2aaf-4ae5-80fe-517c19c5857c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
499,1345,Louis Stelzer County Park,32.88331623,-116.8969391,"11470 Wildcat Canyon Rd, Lakeside, CA 92040","9:30am to Sunset, daily",0,,1,0,1,1,0,1,1,2,,1,,,,,,0,San Diego County,7dbdf41b-8cbb-4462-926e-3655ee32e347,42:35.3,arios8883_SDSUGeo,48:48.2,,48:27.9
500,1779,Louis Stelzer Playground,32.88415865,-116.8957093,"11470 Wildcat Canyon Rd, Lakeside, CA 92040","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,a7f95297-e366-4434-b293-620b8dd1ede0,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
501,1181,El Monte County Park,32.89139099,-116.8471031,"15805 El Monte Rd, Lakeside, CA 92040","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,d6b2c4aa-2b38-4028-b884-163f017b4238,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
502,1449,Otay Lakes County Park,32.60775636,-116.9298797,"2270 Wueste Rd, Chula Vista, CA 91915","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,8f5229a3-0aad-4a90-8b90-076f91d65389,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
503,1797,Potrero County Park Horseshoes,32.61501847,-116.5954816,"24800 Potrero Park Dr, Potrero, CA 91963","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,548599a3-51ea-4af7-8ec2-5ddbd642407e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
504,1490,Potrero County Park Playground,32.61618678,-116.5960401,"24800 Potrero Park Dr, Potrero, CA 91963","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,78b0fa41-1449-409f-a198-6d336de6e276,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
505,1166,Dos Picos County Park,32.99872412,-116.941994,"17953 Dos Picos Park Rd, Ramona, CA 92065","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,8979545e-26e4-428e-aa57-b8efcaef1550,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
506,1738,Guajome Lake,33.24626559,-117.2729092,"3000 Guajome Lake Rd, Oceanside, CA 92057","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,b59e7ee5-f36e-4474-9b0e-cee50d78179e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
508,1236,Guajome Park Lower Picnic Area,33.24135605,-117.2732466,"3000 Guajome Lake Rd, Oceanside, CA 92057","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,604583a7-6bbf-46bf-96c4-7db98e58eb33,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
509,1693,San Dieguito (Guardhouse),32.99705235,-117.238438,"1628 Lomas Santa Fe Dr, Del Mar, CA 92014","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,ecaa5ea5-cd18-4726-a6dd-7200aa8e525a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
510,1694,San Dieguito (Lower Gate),33.00048779,-117.2329611,"1628 Lomas Santa Fe Dr, Del Mar, CA 92014","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,f6875ba3-b8e4-4514-aa77-870f7a54fb6b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
511,1695,San Dieguito (Lower Park),32.99925507,-117.2321136,"1628 Lomas Santa Fe Dr, Del Mar, CA 92014","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,070eca70-6ecd-4f7a-b729-618c86f15b97,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
513,1697,San Dieguito (Scout House),32.99925224,-117.2384476,"1628 Lomas Santa Fe Dr, Del Mar, CA 92014","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,8e7237a0-d2e6-4f6f-aa86-b8a49ad0b662,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
514,1698,San Dieguito (Upper Playground),32.99798126,-117.2378012,"1628 Lomas Santa Fe Dr, Del Mar, CA 92014","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,eb10c247-771d-4349-b58c-89b2bd06d7e5,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
515,1699,San Dieguito (Wedding Gazebo),33.00210345,-117.2357573,"1628 Lomas Santa Fe Dr, Del Mar, CA 92014","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,8a555980-f088-429f-8604-00c942a1f710,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
516,1818,Sweetwater Summit Amphitheater,32.68539403,-117.0057159,"3218 Summit Meadow Rd, Bonita, CA 91902","9:30am to Sunset, daily",,,,,,,,,,,,,,,,,,1,San Diego County,9a8b7a14-df28-4deb-9a81-096b4e0a9d6b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
517,1820,Sweetwater Summit Main Crossing,32.68260989,-117.002287,"3218 Summit Meadow Rd, Bonita, CA 91902","9:00am - 5:00pm, daily",,,,,,,,,,,,,,,,,,1,San Diego County,949f1096-f7a8-46c7-a92b-882ebdba84e0,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
518,1821,Sweetwater Summit Road D,32.68485449,-117.0050024,"3218 Summit Meadow Rd, Bonita, CA 91902","9:00am - 5:00pm, daily",,,,,,,,,,,,,,,,,,1,San Diego County,55536471-ea6d-4e66-8a90-71a864a82749,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
519,1769,Parkway Gymnasium,32.63796905,-117.0822983,"373 Park Way, Chula Vista, CA 91910","9:00am - 5:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Chula Vista,09b0026f-8227-4b44-9dd1-248a688ea359,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
520,1365,Parkway Community Center,32.63814522,-117.0817176,"373 Park Way, Chula Vista, CA 91910","9:00am - 5:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Chula Vista,17356b76-d6ff-4994-a108-e9be0b9f8fcf,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
521,1727,Fallbrook Senior Center,33.37678055,-117.2358232,"399 Heald Ln, Fallbrook, CA 92028","9:00am - 5:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Fallbrook,1b14cb20-ce2a-448d-8734-3d17f4898db3,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
522,1611,Tecolote Recreation Center,32.77488287,-117.2001198,"4675 Tecolote Rd, San Diego, CA 92110",Mon 10:00am - 6:00pm; Tues & Fri 11:00am - 6:30pm; Wed - Thurs 11:00am - 6:00pm; Sat 9:00am - 5:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,488332f9-2da5-4769-be56-402001917f2d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
523,1024,Anza-Borrego Desert State Park Visitor Center,33.25807814,-116.4065509,"200 Palm Canyon Dr, Borrego Springs, CA 92004","9:00am - 5:00pm, daily",,,,,,,,,,,,,,,,,,1,CA State Parks,6fc85b92-b6a7-415a-a7eb-1b1d7fe82e61,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
524,1324,Leo Carrillo Ranch Historic Park,33.11890506,-117.2381384,"6200 Flying Leo Carrillo Ln, Carlsbad, CA 92009","9:00am - 5:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Carlsbad,c4859718-0611-4f74-992f-4618fe4339c7,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
526,1523,Sabre Springs Park,32.95145389,-117.0954135,"12953 Sabre Springs Pkwy, San Diego, CA 92128",24/7,0,,1,0,1,0,0,1,3,2,,1,,,,,Smells bad. Open 24/7; no gate to lock it! ,0,City of San Diego,d85be122-faba-4013-bc95-189db1601ab3,42:35.3,arios8883_SDSUGeo,21:03.9,,20:26.6
527,1378,Mission Trails Regional Park Visitor Center,32.82014523,-117.0567903,"1 Father Junipero Serra Trail, San Diego, CA 92119","9:00am - 5:00pm, daily; Closed on Thanksgiving, Christmas Day, and New Year’s Day.",,,,,,,,,,,,,,,,,,1,City of San Diego & Mission Trails Regional Park,9125cd3e-c1a1-4496-9409-1fd26d7a3d08,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
530,1726,Fallbrook Community Park,33.37806174,-117.2357718,"339 Heald Ln, Fallbrook, CA 92028","6:00am - 12:00am, daily",,,,,,,,,,,,,,,,,,1,City of Fallbrook,48171b09-9eda-4cc9-9d4a-d4d008bee5b3,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
531,1201,Fallbrook Community Center,33.37738982,-117.2360968,"341 Heald Ln, Fallbrook, CA 92028","6:00am - 8:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Fallbrook,7562eec8-b2fa-426c-8467-8a3ed96ad0a2,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
532,1466,Palomar Mountain State Park Cedar Grove Group Campground,33.33968147,-116.9113839,"19952 State Park Drive, Palomar Mountain, CA 92060","Dawn to Dusk, daily ",,,,,,,,,,,,,,,,,,1,State of CA,09a00db3-cc84-411f-8588-68707d44f9b6,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
533,1010,Balboa Park 6th Ave & Thorn St,32.73976944,-117.159025,"6th Avenue and Thorn Street, San Diego, CA 92103",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,0a8a8082-10f3-45cc-bfb4-da6374a6d370,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
534,1030,Aztec Park,32.77861376,-117.027243,"7945 Morocco Dr, La Mesa, CA 91942","Dawn to Sunset, daily ",1,,1,0,1,0,0,1,1,2,,1,,,,,,0,City of La Mesa,6a802930-548b-478e-aef9-f69ec9c2e149,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,30:22.0
535,1700,San Elijo State Beach (Aberdeen Drive),33.01963463,-117.2834409,"2050 S Coast Hwy 101, Cardiff, CA 92007","Dawn to Sunset, daily ",0,,0,0,1,0,1,1,3,2,,4,,,,,Token shower. Get tokens from ranger station. Free rinse station shower as well. ,0,CA State Parks,41dbd218-52c5-49e4-a738-77ce62fdf35c,42:35.3,arios8883_SDSUGeo,44:13.4,,21:46.2
536,1701,San Elijo State Beach (Birmingham Dr),33.02217372,-117.2848338,"2050 S Coast Hwy 101, Cardiff, CA 92007","Dawn to Sunset, daily ",0,,0,0,1,0,1,1,3,2,,4,,,,,Free showers and token showers. ,0,CA State Parks,8b69889a-2dd0-4879-bcd1-328ff9d79ed7,42:35.3,arios8883_SDSUGeo,43:48.1,,34:37.4
537,1533,San Elijo State Beach (Chesterfield Dr),33.01854255,-117.2827736,"2050 S Coast Hwy 101, Cardiff, CA 92007","Dawn to Sunset, daily ",0,,0,0,1,0,1,1,3,2,,4,,,,,Showers take tokens which have to be purchased from the ranger station. There is a rinse shower though that is free. ,0,CA State Parks,2c871226-6c58-48a3-9288-b1ea6957a8c3,42:35.3,arios8883_SDSUGeo,44:24.5,,15:13.0
538,1702,San Elijo State Beach (Liverpool Dr),33.02084539,-117.2841921,"2050 S Coast Hwy 101, Cardiff, CA 92007","Dawn to Sunset, daily ",0,,0,0,1,0,1,1,3,2,,4,,,,,Free rinse shower. Token required from ranger station campground showers as well. ,0,CA State Parks,ef6cddff-ecef-4d9e-aa90-83ebd7ae65c8,42:35.3,arios8883_SDSUGeo,43:59.1,,27:49.1
539,1703,San Elijo State Beach (Montgomery Ave),33.02516955,-117.2864149,"2050 S Coast Hwy 101, Cardiff, CA 92007","Dawn to Sunset, daily ",0,,0,0,1,0,0,1,3,2,,2,,,,,,0,CA State Parks,31d17d68-5cf2-48ab-97b3-10ad007474fc,42:35.3,arios8883_SDSUGeo,42:39.2,,13:22.0
540,1704,San Elijo State Beach (Mozart Ave),33.02330014,-117.2852984,"2050 S Coast Hwy 101, Cardiff, CA 92007","Dawn to Sunset, daily ",0,,0,0,1,0,1,1,3,2,,4,,,,,Free showers and token showers. ,0,CA State Parks,020b45c1-137c-4bc4-98ca-2b8fdd0daf63,42:35.3,arios8883_SDSUGeo,43:36.1,,39:15.7
541,1083,Carlsbad Beach,33.09565452,-117.3161521,"7201 Carlsbad Blvd, Carlsbad, CA 92008","Dawn to Sunset, daily ",,,,,,,,,,,,,,,,,,1,State of CA,0610365a-9757-4ada-8af9-2783e053013d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
542,1245,Hellhole Canyon Preserve,33.21678533,-116.9340448,"19324 Santee Ln, Valley Center, CA 92082","Fri - Mon 8:30am - 5:00pm, Tues - Wed closed",,,,,,,,,,,,,,,,,,1,San Diego County,cdafa3b3-ef02-4ba5-83b9-71b37458c625,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
543,1179,El Capitan Preserve,32.91203422,-116.8776501,"13775 Blue Sky Ranch Rd, Lakeside, CA 92040",Fri - Mon Sunrise to Sunset ,,,,,,,,,,,,,,,,,,1,San Diego County,2590548f-2176-4572-9731-b64a657d15db,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
544,1705,South Carlsbad State Beach (between Breakwater and Channel),33.10376994,-117.3196544,"7201 Carlsbad Blvd Carlsbad, CA 92008",Fri - Sun 10:00am - 4:00pm,,,,,,,,,,,,,,,,,,1,State of CA,829d0773-d459-465a-8f30-5acd0bcfc56e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
545,1706,South Carlsbad State Beach (between Towers 26 & 27),33.10903397,-117.3218017,"7201 Carlsbad Blvd Carlsbad, CA 92008",Fri - Sun 10:00am - 4:00pm,,,,,,,,,,,,,,,,,,1,State of CA,56941a97-cf8d-41fe-bc41-2a67bd04647c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
546,1707,South Carlsbad State Beach (just north of Tower 26),33.10730558,-117.3211524,"7201 Carlsbad Blvd Carlsbad, CA 92008",Fri - Sun 10:00am - 4:00pm,,,,,,,,,,,,,,,,,,1,State of CA,ca0fd827-271a-4b4d-a7a9-3c7a3349a396,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
547,1708,South Carlsbad State Beach (just south of Breakwater),33.10516837,-117.3202784,"7201 Carlsbad Blvd Carlsbad, CA 92008",Fri - Sun 10:00am - 4:00pm,,,,,,,,,,,,,,,,,,1,State of CA,0891382e-4e5f-46eb-9fc5-2fdc624aa7ec,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
548,1437,Oceanside READS Center,33.19840834,-117.3778345,"804 Pier View Wy Unit 101, Oceanside, CA 92054","Mon & Thurs 10:00am - 6:00pm, Tues-Wed 12:00pm - 7:00pm, Fri-Sun 10:00am - 5:00pm.",,,,,,,,,,,,,,,,,,1,City of Oceanside,cc4dbdc4-0fb4-4c99-9f16-dff04d18f49d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
549,1491,Poway Branch Library,32.95581309,-117.0457048,"13137 Poway Rd, Poway, CA 92064","Mon 10:00am-6:00pm, Tues-Wed 12:00pm-7:00pm, Thurs 10:00am-6:00pm, Fri - Sun 10:00am-5:00pm",0,,1,0,1,0,0,1,1,,1,,,,,,,0,San Diego County,3056fa6c-17db-4427-9498-7a8d1e7bdff2,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,40:17.0
550,1576,South Carlsbad State Beach Day Use Parking,33.08297162,-117.3111792,"7201 Carlsbad Blvd, Carlsbad, CA 92008","Mon & Wed 10:00am - 8:00pm, Tues 9:00am - 9:00pm, Thurs 10:00am - 9:00pm, Fri 10:00am - 7:00pm, Sat 9:00am - 5:00pm, Sun closed",,,,,,,,,,,,,,,,,,1,State of CA,41828e9d-7b28-487f-927a-e0634deb64b5,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
551,1575,South Carlsbad State Beach Campground,33.10251481,-117.3190949,"7201 Carlsbad Blvd, Carlsbad, CA 92008","Mon & Wed 10:00am - 8:00pm, Tues 12:00pm - 9:00pm, Thurs 11:00am - 9:00pm, Fri 10:00am - 7:00pm, Sat 9:00am - 4:00pm, Sun 11:00am - 3:00pm",,,,,,,,,,,,,,,,,,1,State of CA,62d40dce-de4a-437e-863b-951dc70982d8,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
552,1084,South Carlsbad State Beach Campfire Center,33.09956755,-117.3178993,"7201 Carlsbad Blvd Carlsbad, CA 92008","Mon & Wed 1:00pm - 8:00pm, Tues & Thurs 2:00pm - 8:00pm, Fri 12:00pm - 8:00pm, Sat 9:00am - 4:00pm, Sun 10:00am - 2:00pm",,,,,,,,,,,,,,,,,,1,State of CA,03611024-a970-4c9d-b3b5-47e60d3cbde2,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
553,1832,Balboa Park Activity Center,32.72674075,-117.1476937,"2145 Park Blvd, San Diego, CA 92134","Mon & Wed 2:00pm - 8:30pm; Tues, Thurs - Fri 11:00am - 8:30pm; Sat - Sun 9:00am - 4:30pm",,,,,,,,,,,,,,,,,,1,City of San Diego,2fafb6e0-9a1c-4cf6-a632-cf560505be21,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
554,1565,Silver Strand State Beach,32.63466581,-117.1422313,"5000 CA-75, Coronado, CA 92118","Mon & Wed - Fri 3:30pm - 11:00pm, Tues 2:30pm - 11:00pm, Sun - Sat closed",,,,,,,,,,,,,,,,,,1,State of CA,b1487902-4632-4cc8-9747-90d8821b9553,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
555,1313,Lake Wohlford,33.17394283,-116.999927,"25453 Lake Wohlford Rd, Escondido, CA 92027","Mon 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm, Sun Closed",,,,,,,,,,,,,,,,,,1,City of Escondido,ec2f78db-2d04-4570-a5cb-40e98941f788,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
556,1536,San Marcos Branch Library,33.14111829,-117.1605616,"2 Civic Center Dr, San Marcos, CA 92069","Mon 11:00 - 8:00pm, Tues & Thu 10:00am - 8:00pm, Wed 11:30am - 8:30pm, Fri 12:00pm  - 8:00pm, Sat - Sun 9:00am - 4:00pm",,,,,,,,,,,,,,,,,,1,San Diego County,f4385700-7e41-45a2-bff9-cc0106b35032,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
557,1011,Adams Recreation Center,32.76313211,-117.1174831,"3491 Adams Ave, San Diego, CA 92116",Sun Closed; Mon - Fri 12:00pm - 8:00pm; Sat 9:00am - 2:00pm.,,,,,,,,,,,,,,,,,,1,City of San Diego,c4546307-0599-403f-86b6-fc3ac9a83211,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
558,1718,Allied Gardens Recreation Center,32.79595451,-117.0808655,"5155 Greenbrier Ave, San Diego, CA 92120",Mon & Wed 10:00am - 8:00pm; Tues 12:00pm - 9:00pm; Thurs 11:00am - 9:00pm; Fri 10:00am - 7:00pm; Sat 9:00am - 4:00pm; Sun 11:00am - 3:00pm,1,,0,0,1,0,0,1,3,1,2,,,,,,,0,City of San Diego,764247de-5431-41ee-bcf0-26c98968956b,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,10/16/22 16:26
559,1091,Carmel Mountain Ranch Community Park,32.96625296,-117.091862,"10152 Rancho Carmel Dr, San Diego, CA 92128",24/7,1,,1,0,1,0,1,1,3,2,,1,,,,,Short stall doors. 5’2” person can easily look over the doors. ,0,City of San Diego,2715c6c8-ebe8-4a75-ba23-e4f5fbef3246,42:35.3,arios8883_SDSUGeo,01:14.1,,59:14.3
560,1593,Spring Valley Gymnasium,32.71237778,-117.0032917,"838 Kempton St, Spring Valley, CA 91977","Mon 9:00am - 9:00pm, Tues & Thurs 1:00pm - 9:00pm, Wed 12:00pm - 9:00pm, Fri 9:00am - 7:00pm, Sat 9:00am - 4:00pm, Sun 8:00am - 2:00pm",,,,,,,,,,,,,,,,,,1,San Diego County,32cd2a8f-e9df-4c28-a015-86082b749f44,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
561,1559,Serra Mesa Recreation Center,32.80544166,-117.1330652,"9020 Village Glen Dr, San Diego, CA 92123","Mon, Wed, Fri 11:00am - 7:00pm; Tues 11:30am - 7:30pm; Thurs 12:00pm - 7:30pm; Sat 9:00am - 3:00pm; Sun Closed",,,,,,,,,,,,,,,,,,1,City of San Diego,49b148eb-beaa-4f3a-b233-0988d5451e41,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
562,1754,Kearny Mesa Recreation Center,32.80253774,-117.1643549,"3170 Armstrong St, San Diego, CA 92111",Call for hours,,,,,,,,,,,,,,,,,,1,City of San Diego,003475b4-6f3d-44f4-931f-365b24457c73,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
563,1767,Carlsbad Senior Center,33.15879594,-117.3436461,"799 Pine Ave, Carlsbad, CA 92008",Mon - Fri 8:00am - 5:00pm; Sat 9:00am - 12:00pm,,,,,,,,,,,,,,,,,,1,City of Carlsbad,043e8925-6445-414c-8591-e361f373c0a6,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
564,1786,Mira Mesa Recreation Center,32.91516131,-117.1404088,"8575 New Salem St, San Diego, CA 92126",Mon 12:00pm - 8:00pm; Tues & Thurs 9:00am - 9:00pm; Wed 11:00am - 9:00pm; Fri 12:00pm - 7:00pm; Sat 9:00am - 4:00pm; Sun 10:00am - 2:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,7dc288f3-aaf9-41f3-9405-dc010506bff7,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
565,1405,North Clairemont Recreation Center,32.83236313,-117.1974295,"4421 Bannock Ave, San Diego, CA 92117",Mon 12:00pm - 9:00pm; Tues & Thurs 9:00am - 9:00pm; Wed 12:00pm - 8:00pm; Fri 1:00pm - 8:00pm; Sat 9:00am - 4:00pm; Sun 10:00am - 3:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,cf7679cd-695c-4633-86f6-f9603783d329,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
566,1014,Albert Van Zanten Park,32.81142432,-116.9296674,"1495 Greenfield Dr, El Cajon, CA 92021","Mon - Fri 1:00pm - 8:00pm, Sat - Sun 9:00am - 4:00pm. ",,,,,,,,,,,,,,,,,,1,City of El Cajon,91429d9e-c448-4725-9107-67ad30fdbd2b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
567,1036,Balboa Park Golf Course Clubhouse,32.72489585,-117.1376608,"2600 Golf Course Dr, San Diego, CA 92102",6:00am - 5:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,435324ba-85f2-449f-8e15-9b8d497143a6,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
568,1522,Ryan Park,33.1505416,-117.028373,"390 Hidden Trails Rd, Escondido, CA 92027","Mon - Fri 2:00pm - 7:00pm, Sat 9:00am - 1:00pm, Sun 10:00am - 4:00pm",,,,,,,,,,,,,,,,,,1,City of Escondido,d522dc31-2b21-4c44-b94e-44afb218e93e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
569,1595,Standley Recreation Center,32.85110734,-117.2101685,"3585 Governor Dr, San Diego, CA 92122",Mon & Wed 12:00pm - 9:00pm; Tues & Thurs 11:00am - 9:00pm; Fri 9:00am - 6:00pm; Sat 9:00am - 4:00pm; Sun 8:00am - 1:00pm. ,,,,,,,,,,,,,,,,,,1,City of San Diego,dbbbfe28-7382-4495-adfa-200fc5538f90,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
570,1833,Bay Terraces Community and Senior Center,32.68123007,-117.034963,"7445 Tooma Street, San Diego, CA 92139","Mon - Fri 10:00am - 6:00pm; Sat 9:00am - 2:00pm, Sun Closed",,,,,,,,,,,,,,,,,,1,City of San Diego,55b2690f-53bd-4d62-b1c3-8f9cc7d0543f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
571,1588,Sportsplex USA Poway,32.94250407,-117.0416632,"12349 McIvers Ct, Poway, CA 92064","Mon - Fri 4:53am - 8:23pm, Sat - Sun closed",,,,,,,,,,,,,,,,,,1,SportsplexUSA,7990c1c8-1b66-43e9-9252-53cc99c2d925,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
572,1115,City Heights Recreational Center,32.74622778,-117.1000194,"4380 Landis St, San Diego, CA 92105",Mon - Fri 12:00pm - 7:00pm; Sat 10:00am - 4:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,1e6e157d-e68b-45d0-9fc3-a4b39b223cf3,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
573,1224,Golden Hill Recreation Center,32.7208417,-117.1374132,"2600 Golf Course Dr, San Diego, CA 92102",Mon - Fri 11:00am - 9:00pm; Sat 9:00am - 3:00pm; Sun Closed,3,,1,0,1,0,0,1,3,1,2,,,,,,,0,City of San Diego,081b1bdc-59c5-4028-841c-c5076666f77d,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/18/24 13:49
